id;Empresa;objectid;zona;ubicacion;distrito;barrio;geo_shape;geo_point_2d
131;ASOCIACION EL RASTRELL;2350;2;C/ POETA SERRANO CLAVERO - C/ FEDERICO ALCACER AGUILAR (DOCTOR EN MEDICINA);16;161;"{""coordinates"": [-0.3865552709447749, 39.49498229829286], ""type"": ""Point""}";39.49498229829286, -0.3865552709447749
137;ASOCIACION EL RASTRELL;2356;1;AV GASPAR AGUILAR - C/ FORATA;9;092;"{""coordinates"": [-0.3938998387186827, 39.450999237057744], ""type"": ""Point""}";39.450999237057744, -0.3938998387186827
139;ASOCIACION EL RASTRELL;2358;1;C/ ARQUEBISPE OLAECHEA - C/ SANT MARCEL·LÍ;9;094;"{""coordinates"": [-0.39120805446947815, 39.444044539991175], ""type"": ""Point""}";39.444044539991175, -0.39120805446947815
144;ASOCIACION EL RASTRELL;2363;1;C/ COLÓN - C/ SORNÍ;2;022;"{""coordinates"": [-0.37013002862160405, 39.470266128596705], ""type"": ""Point""}";39.470266128596705, -0.37013002862160405
147;ASOCIACION EL RASTRELL;2366;2;AV BLASCO IBÁÑEZ - C/ RAMON LLUL;13;134;"{""coordinates"": [-0.34822404193480844, 39.47445676693231], ""type"": ""Point""}";39.47445676693231, -0.34822404193480844
152;FUNDACION JOSÉ MARÍA HARO-INTRA;2371;2;C/ NAVARRO CABANES - C/ RACÓ D'ADEMÚS;7;071;"{""coordinates"": [-0.4028147362920038, 39.47099234514785], ""type"": ""Point""}";39.47099234514785, -0.4028147362920038
154;FUNDACION JOSÉ MARÍA HARO-INTRA;2373;1;C/ GUILLEM DESPUIG - C/ ROSA ESTRUCH ESPINÓS (POLÍTICA);7;073;"{""coordinates"": [-0.39891302576431126, 39.46466383243557], ""type"": ""Point""}";39.46466383243557, -0.39891302576431126
162;FUNDACION JOSÉ MARÍA HARO-INTRA;2381;1;C/ SALVADOR SASTRE - GV RAMON Y CAJAL;3;034;"{""coordinates"": [-0.3806768767548811, 39.463727619223576], ""type"": ""Point""}";39.463727619223576, -0.3806768767548811
163;FUNDACION JOSÉ MARÍA HARO-INTRA;2382;1;GV GERMANIES - C/ SUECA;2;021;"{""coordinates"": [-0.37661663816059154, 39.46346981396072], ""type"": ""Point""}";39.46346981396072, -0.37661663816059154
168;FUNDACION JOSÉ MARÍA HARO-INTRA;2387;3;AV AUSIÀS MARCH - AV PLATA;10;102;"{""coordinates"": [-0.3723822920129044, 39.452706553611996], ""type"": ""Point""}";39.452706553611996, -0.3723822920129044
195;FUNDACION JOSÉ MARÍA HARO-INTRA;2392;3;PL ESGLÉSIA DELS ÀNGELS;11;112;"{""coordinates"": [-0.33181892759745213, 39.47237814604898], ""type"": ""Point""}";39.47237814604898, -0.33181892759745213
205;ASOCIACION LA CASA GRANDE;2402;1;AV DOCTOR TOMAS SALA, 18 acc;9;094;"{""coordinates"": [-0.38882656101582097, 39.44651977198917], ""type"": ""Point""}";39.44651977198917, -0.38882656101582097
208;ASOCIACION LA CASA GRANDE;2405;3;AV PERIS I VALERO - CRA FONTETA DE SANT LLUIS;10;102;"{""coordinates"": [-0.3714854346186283, 39.45852293492422], ""type"": ""Point""}";39.45852293492422, -0.3714854346186283
209;ASOCIACION LA CASA GRANDE;2406;3;AV PLATA, 71;10;101;"{""coordinates"": [-0.3638858786480884, 39.45657854564049], ""type"": ""Point""}";39.45657854564049, -0.3638858786480884
242;ASOCIACION LA CASA GRANDE;2418;1;C/ PIUS IX, F-27;9;094;"{""coordinates"": [-0.393136294689415, 39.445346997754754], ""type"": ""Point""}";39.445346997754754, -0.393136294689415
243;ASOCIACION LA CASA GRANDE;2419;2;C/ PROFESSOR DOCTOR SEVERO OCHOA - C/ MONFORTE;6;061;"{""coordinates"": [-0.36414311999450744, 39.47710374681537], ""type"": ""Point""}";39.47710374681537, -0.36414311999450744
247;ASOCIACION LA CASA GRANDE;2423;1;C/ SALABERT - C/ BEATA AGNÉS;8;081;"{""coordinates"": [-0.3943593124455028, 39.46306235742338], ""type"": ""Point""}";39.46306235742338, -0.3943593124455028
250;ASOCIACION LA CASA GRANDE;2426;1;PL NÀPOLS I SICÍLIA, 5;1;012;"{""coordinates"": [-0.37285595796632415, 39.47571170476797], ""type"": ""Point""}";39.47571170476797, -0.37285595796632415
253;ASOCIACION EL RASTRELL;2429;3;C/ BISBE JAUME PÉREZ - C/ SALVADOR LLUCH;10;101;"{""coordinates"": [-0.36643384564955844, 39.45920837560274], ""type"": ""Point""}";39.45920837560274, -0.36643384564955844
256;ASOCIACION EL RASTRELL;2432;3;AV TARONGERS - C/ ESCALANTE;11;112;"{""coordinates"": [-0.32965354696109117, 39.475153739663355], ""type"": ""Point""}";39.475153739663355, -0.32965354696109117
259;ASOCIACION EL RASTRELL;2435;2;C/ RAMIRO DE MAEZTU - C/ JERONI DE MONTSORIU;12;121;"{""coordinates"": [-0.34484976553398633, 39.466683056934365], ""type"": ""Point""}";39.466683056934365, -0.34484976553398633
265;ASOCIACION EL RASTRELL;2438;2;CAMI MONTCADA, 269;17;172;"{""coordinates"": [-0.38438930167717594, 39.50761245033573], ""type"": ""Point""}";39.50761245033573, -0.38438930167717594
267;ASOCIACION EL RASTRELL;2440;1;AV REAL DE MADRID, 45;19;197;"{""coordinates"": [-0.39132931149755573, 39.43352238166205], ""type"": ""Point""}";39.43352238166205, -0.39132931149755573
268;ASOCIACION EL RASTRELL;2441;1;C/ NORD, 30;3;033;"{""coordinates"": [-0.39161164688315303, 39.476662592545566], ""type"": ""Point""}";39.476662592545566, -0.39161164688315303
269;ASOCIACION EL RASTRELL;2442;1;GV MARQUÉS DEL TÚRIA - C/ CISCAR;2;023;"{""coordinates"": [-0.36680647032624353, 39.46758364910534], ""type"": ""Point""}";39.46758364910534, -0.36680647032624353
272;ASOCIACION EL RASTRELL;2445;1;C/ LITERATO GABRIEL MIRÓ - GV FERNANDO EL CATOLICO;3;033;"{""coordinates"": [-0.38733525876858005, 39.47316219134223], ""type"": ""Point""}";39.47316219134223, -0.38733525876858005
274;ASOCIACION EL RASTRELL;2447;1;PL ARTUR PIERA, 4;7;071;"{""coordinates"": [-0.3949942359098068, 39.47000656219647], ""type"": ""Point""}";39.47000656219647, -0.3949942359098068
277;ASOCIACION EL RASTRELL;2450;1;C/ ARXIDUC CARLES -  C/ PUEBLA DE VALVERDE;8;083;"{""coordinates"": [-0.4012073460922968, 39.45944950071914], ""type"": ""Point""}";39.45944950071914, -0.4012073460922968
281;ASOCIACION EL RASTRELL;2454;1;C/ SANT VICENT MARTIR, 219;9;091;"{""coordinates"": [-0.3838783968604074, 39.45573143676638], ""type"": ""Point""}";39.45573143676638, -0.3838783968604074
288;ASOCIACION EL RASTRELL;2461;2;C/ FOC, 1;16;162;"{""coordinates"": [-0.3944993122506921, 39.500012359387696], ""type"": ""Point""}";39.500012359387696, -0.3944993122506921
291;ASOCIACION EL RASTRELL;2464;2;C/ PEDRO CABANES - C/ MONT CARMEL;15;152;"{""coordinates"": [-0.37411929306150704, 39.49533254162], ""type"": ""Point""}";39.49533254162, -0.37411929306150704
292;ASOCIACION EL RASTRELL;2465;2;PL MÚSIC ESPÍ;15;152;"{""coordinates"": [-0.37456929343771556, 39.49721253785513], ""type"": ""Point""}";39.49721253785513, -0.37456929343771556
293;ASOCIACION EL RASTRELL;2466;2;C/ SAGUNT, 32;5;052;"{""coordinates"": [-0.37495778016308734, 39.483799527700604], ""type"": ""Point""}";39.483799527700604, -0.37495778016308734
296;ASOCIACION EL RASTRELL;2469;2;C/ PARE URBANO - PL PROFESSOR TIERNO GALVÁN;5;055;"{""coordinates"": [-0.37140711611577354, 39.48877269639626], ""type"": ""Point""}";39.48877269639626, -0.37140711611577354
218;ASOCIACION LA CASA GRANDE;2478;2;C/ CAMP DE MORVEDRE - C/ CANAL DE NAVARRÉS;4;044;"{""coordinates"": [-0.40618932265398044, 39.490122253912354], ""type"": ""Point""}";39.490122253912354, -0.40618932265398044
220;ASOCIACION LA CASA GRANDE;2480;2;C/ CORDOVA, 4;18;182;"{""coordinates"": [-0.40455932172247455, 39.49443226851819], ""type"": ""Point""}";39.49443226851819, -0.40455932172247455
224;ASOCIACION LA CASA GRANDE;2484;3;C/ DOCTOR LLUCH, 21;11;112;"{""coordinates"": [-0.3288074272018632, 39.46449498525277], ""type"": ""Point""}";39.46449498525277, -0.3288074272018632
227;ASOCIACION LA CASA GRANDE;2487;2;C/ EXPLORADOR ANDRES, 34;13;132;"{""coordinates"": [-0.3454105559721604, 39.47165692938466], ""type"": ""Point""}";39.47165692938466, -0.3454105559721604
229;ASOCIACION LA CASA GRANDE;2489;2;C/ FUSTERS - C/ SILLA;18;181;"{""coordinates"": [-0.41977795709892657, 39.49815705044835], ""type"": ""Point""}";39.49815705044835, -0.41977795709892657
230;ASOCIACION LA CASA GRANDE;2490;3;C/ GRAVADOR JORDAN - PL ESCULTOR PASTOR;10;104;"{""coordinates"": [-0.3677192879664796, 39.44393259427473], ""type"": ""Point""}";39.44393259427473, -0.3677192879664796
231;ASOCIACION LA CASA GRANDE;2491;1;C/ GUILLEM DE CASTRO, 59;3;031;"{""coordinates"": [-0.38364454265919273, 39.47045397266131], ""type"": ""Point""}";39.47045397266131, -0.38364454265919273
234;ASOCIACION LA CASA GRANDE;2494;1;C/ MARIANO DE CAVIA - C/ ARQUITECTE SEGURA DE LAGO;8;082;"{""coordinates"": [-0.40281932072005516, 39.45324228095087], ""type"": ""Point""}";39.45324228095087, -0.40281932072005516
235;ASOCIACION LA CASA GRANDE;2495;2;C/ MAXIMILIA THOUS, 11 acc;5;055;"{""coordinates"": [-0.3749996643510763, 39.48793042479984], ""type"": ""Point""}";39.48793042479984, -0.3749996643510763
170;FUNDACION JOSÉ MARÍA HARO-INTRA;2499;3;C/ OLTÀ - AV AUSIÀS MARCH;10;103;"{""coordinates"": [-0.3736240632938784, 39.45335332575589], ""type"": ""Point""}";39.45335332575589, -0.3736240632938784
177;FUNDACION JOSÉ MARÍA HARO-INTRA;2506;2;C/ JOSE GROLLO - DOCTOR PESET ALEIXANDRE;16;161;"{""coordinates"": [-0.3881133059114655, 39.489151415260245], ""type"": ""Point""}";39.489151415260245, -0.3881133059114655
179;FUNDACION JOSÉ MARÍA HARO-INTRA;2508;2;C/ MOTILLA DE PALANCAR - C/ DUC DE MANDAS;15;153;"{""coordinates"": [-0.367282285529042, 39.49167060243867], ""type"": ""Point""}";39.49167060243867, -0.367282285529042
184;FUNDACION JOSÉ MARÍA HARO-INTRA;2513;2;C/ PINTOR VILAR - C/ ALBORAIA;5;053;"{""coordinates"": [-0.3710713756416169, 39.48217677921361], ""type"": ""Point""}";39.48217677921361, -0.3710713756416169
185;FUNDACION JOSÉ MARÍA HARO-INTRA;2514;2;C/ ALVARO DE BAZAN - C/ JAUME ROIG;6;063;"{""coordinates"": [-0.3637493613287689, 39.481504780665595], ""type"": ""Point""}";39.481504780665595, -0.3637493613287689
189;FUNDACION JOSÉ MARÍA HARO-INTRA;2518;2;C/ DOCTOR MANUEL CANDELA - AV PORT;12;122;"{""coordinates"": [-0.35188320181982063, 39.465588722549306], ""type"": ""Point""}";39.465588722549306, -0.35188320181982063
190;FUNDACION JOSÉ MARÍA HARO-INTRA;2519;2;AV FRANÇA - C/ ALFRED TORAN I OLMOS (ESCULTOR);12;125;"{""coordinates"": [-0.35083663944708116, 39.459843673652635], ""type"": ""Point""}";39.459843673652635, -0.35083663944708116
1;FUNDACION JOSÉ MARÍA HARO-INTRA;2520;1;C./ SANT DONÍS (AL COSTAT DE LA PARET DEL CENTRE EXCURSIONISTA);1;013;"{""coordinates"": [-0.3808058308419148, 39.47735156013691], ""type"": ""Point""}";39.47735156013691, -0.3808058308419148
7;FUNDACION JOSÉ MARÍA HARO-INTRA;2526;1;C/ ALBERIC, 18;3;034;"{""coordinates"": [-0.38864797889242564, 39.4675282708237], ""type"": ""Point""}";39.4675282708237, -0.38864797889242564
10;FUNDACION JOSÉ MARÍA HARO-INTRA;2529;1;C/ VICENT BLASCO GARCIA - C/ ARCHENA;7;072;"{""coordinates"": [-0.4097163241149132, 39.47202672259255], ""type"": ""Point""}";39.47202672259255, -0.4097163241149132
11;FUNDACION JOSÉ MARÍA HARO-INTRA;2530;2;C/ MARQUÉS DE SANT JOAN, 1 - C./ EDUARDO SOLER Y PEREZ - (CMAPM);4;041;"{""coordinates"": [-0.39947615980075235, 39.4773204334693], ""type"": ""Point""}";39.4773204334693, -0.39947615980075235
12;FUNDACION JOSÉ MARÍA HARO-INTRA;2531;2;C/ JOAQUIM BALLESTER - C/ TRAINERA;4;042;"{""coordinates"": [-0.3869811177627157, 39.4841120496577], ""type"": ""Point""}";39.4841120496577, -0.3869811177627157
13;FUNDACION JOSÉ MARÍA HARO-INTRA;2532;2;C/ ALMASSORA, 37;5;052;"{""coordinates"": [-0.3718447857782492, 39.48441031390387], ""type"": ""Point""}";39.48441031390387, -0.3718447857782492
14;FUNDACION JOSÉ MARÍA HARO-INTRA;2533;2;PL ÀVILA, 18;5;053;"{""coordinates"": [-0.3695098885147921, 39.48127648060696], ""type"": ""Point""}";39.48127648060696, -0.3695098885147921
15;FUNDACION JOSÉ MARÍA HARO-INTRA;2534;2;C/ DOCTOR NICASI BENLLOCH, 27;16;161;"{""coordinates"": [-0.39218438569831954, 39.488913514863164], ""type"": ""Point""}";39.488913514863164, -0.39218438569831954
21;FUNDACION JOSÉ MARÍA HARO-INTRA;2540;1;PL MARE DE DÉU DEL LEPANT, 17;19;192;"{""coordinates"": [-0.3635569303458384, 39.429268911740905], ""type"": ""Point""}";39.429268911740905, -0.3635569303458384
25;FUNDACION JOSÉ MARÍA HARO-INTRA;2544;2;PL SANT FELIP NERI - C/ ACTOR LLORENS;12;121;"{""coordinates"": [-0.35398602912989874, 39.46962696877508], ""type"": ""Point""}";39.46962696877508, -0.35398602912989874
29;ASOCIACION LA CASA GRANDE;2548;1;C/ ILLA CABRERA, 52;2;021;"{""coordinates"": [-0.37727698053288633, 39.448750084484274], ""type"": ""Point""}";39.448750084484274, -0.37727698053288633
31;ASOCIACION LA CASA GRANDE;2550;1;PG PETXINA - AV PÉREZ GALDÓS;3;033;"{""coordinates"": [-0.3955980938545125, 39.47501741495152], ""type"": ""Point""}";39.47501741495152, -0.3955980938545125
33;ASOCIACION LA CASA GRANDE;2552;1;C/ TRES FORQUES, 124;7;074;"{""coordinates"": [-0.4076793250646419, 39.46356223875607], ""type"": ""Point""}";39.46356223875607, -0.4076793250646419
35;ASOCIACION LA CASA GRANDE;2554;2;C/ TERRATEIG, 1 - C/ JORGE COMÍN (METGE PEDIATRE);4;044;"{""coordinates"": [-0.4036328171960061, 39.48070207659693], ""type"": ""Point""}";39.48070207659693, -0.4036328171960061
40;ASOCIACION LA CASA GRANDE;2559;2;C/ GUÀRDIA CIVIL - C/ RAMON ASENSIO;14;141;"{""coordinates"": [-0.3583723555687606, 39.48251927742431], ""type"": ""Point""}";39.48251927742431, -0.3583723555687606
41;ASOCIACION LA CASA GRANDE;2560;2;C/ SANTIAGO RUSIÑOL - C/ ARQUITECTE RODRÍGUEZ;15;153;"{""coordinates"": [-0.3670400250747225, 39.495895816469925], ""type"": ""Point""}";39.495895816469925, -0.3670400250747225
42;ASOCIACION LA CASA GRANDE;2561;1;PL JESÚS;8;081;"{""coordinates"": [-0.3883927117892881, 39.45974792115948], ""type"": ""Point""}";39.45974792115948, -0.3883927117892881
44;ASOCIACION LA CASA GRANDE;2563;1;AV TRES CREUS, 67;8;083;"{""coordinates"": [-0.40418875075625815, 39.46219185575273], ""type"": ""Point""}";39.46219185575273, -0.40418875075625815
45;ASOCIACION LA CASA GRANDE;2564;3;C/ DOCTOR JOSEP JUAN DÒMINE, 19;11;111;"{""coordinates"": [-0.33060591044340487, 39.462588030286305], ""type"": ""Point""}";39.462588030286305, -0.33060591044340487
51;ASOCIACION EL RASTRELL;2570;1;AV OEST - C/ PEU DE LA CREU;1;015;"{""coordinates"": [-0.3798544626225748, 39.472968063933784], ""type"": ""Point""}";39.472968063933784, -0.3798544626225748
54;ASOCIACION EL RASTRELL;2573;3;AV PLATA, 20;10;105;"{""coordinates"": [-0.3675480385275954, 39.45469216445045], ""type"": ""Point""}";39.45469216445045, -0.3675480385275954
58;ASOCIACION EL RASTRELL;2577;1;C/ LLOMBAI (MERCAT DE CASTILLA);7;073;"{""coordinates"": [-0.40346842117251985, 39.46531084189617], ""type"": ""Point""}";39.46531084189617, -0.40346842117251985
61;ASOCIACION EL RASTRELL;2580;2;C/ CONVENT DELS CARMELITES - C/ ALBORAIA;5;053;"{""coordinates"": [-0.3698448422791883, 39.48308726045346], ""type"": ""Point""}";39.48308726045346, -0.3698448422791883
63;ASOCIACION EL RASTRELL;2582;2;CAMI MONTCADA, 105;16;161;"{""coordinates"": [-0.3804549721214004, 39.49474862125907], ""type"": ""Point""}";39.49474862125907, -0.3804549721214004
75;ASOCIACION EL RASTRELL;2594;2;C/ IECLA, 22  ( FRONT CENTRO SOCIAL LA AMISTAD);13;133;"{""coordinates"": [-0.3506126875208059, 39.472559109394716], ""type"": ""Point""}";39.472559109394716, -0.3506126875208059
76;FUNDACION JOSÉ MARÍA HARO-INTRA;2595;2;AV BLASCO IBAÑEZ, 154;13;132;"{""coordinates"": [-0.3431303112519655, 39.472117580137436], ""type"": ""Point""}";39.472117580137436, -0.3431303112519655
77;FUNDACION JOSÉ MARÍA HARO-INTRA;2596;2;AV BURJASSOT, 150;16;161;"{""coordinates"": [-0.3918208372126072, 39.490776615150054], ""type"": ""Point""}";39.490776615150054, -0.3918208372126072
81;FUNDACION JOSÉ MARÍA HARO-INTRA;2600;2;AV GENERAL AVILÉS, 59;4;041;"{""coordinates"": [-0.400000150877372, 39.48398000958052], ""type"": ""Point""}";39.48398000958052, -0.400000150877372
84;FUNDACION JOSÉ MARÍA HARO-INTRA;2603;1;AV REGNE DE VALÈNCIA - C/ SANT VALERI;2;021;"{""coordinates"": [-0.3719915774517519, 39.46452726764694], ""type"": ""Point""}";39.46452726764694, -0.3719915774517519
88;FUNDACION JOSÉ MARÍA HARO-INTRA;2607;1;C/ SANT VICENT MARTIR - C/ ARQUEBISBE OLAECHEA;9;094;"{""coordinates"": [-0.3879968257443037, 39.44310868145166], ""type"": ""Point""}";39.44310868145166, -0.3879968257443037
89;FUNDACION JOSÉ MARÍA HARO-INTRA;2608;1;C/ JOAQUIM NAVARRO - C/ GABRIEL Y GALÁN;9;092;"{""coordinates"": [-0.38749151299878143, 39.45297360905142], ""type"": ""Point""}";39.45297360905142, -0.38749151299878143
95;FUNDACION JOSÉ MARÍA HARO-INTRA;2614;2;AV MENÉNDEZ Y PELAYO - C/ GASCÓ OLIAG;6;064;"{""coordinates"": [-0.3577137487820332, 39.478497254190174], ""type"": ""Point""}";39.478497254190174, -0.3577137487820332
97;FUNDACION JOSÉ MARÍA HARO-INTRA;2616;3;AV PERIS I VALERO - AV DOCTOR WAKSMAN;10;102;"{""coordinates"": [-0.37517816390214426, 39.4564729198081], ""type"": ""Point""}";39.4564729198081, -0.37517816390214426
100;FUNDACION JOSÉ MARÍA HARO-INTRA;2619;2;AV CONSTITUCIÓ-C/ ARQUITECTE LUCINI;5;054;"{""coordinates"": [-0.3756243921997646, 39.48989212406773], ""type"": ""Point""}";39.48989212406773, -0.3756243921997646
101;ASOCIACION LA CASA GRANDE;2620;2;AV BURJASSOT, 3;4;042;"{""coordinates"": [-0.3823428551698214, 39.482892603932854], ""type"": ""Point""}";39.482892603932854, -0.3823428551698214
104;ASOCIACION LA CASA GRANDE;2623;2;C/ GENERAL LLORENS, 17;16;161;"{""coordinates"": [-0.385930015296013, 39.49128346185189], ""type"": ""Point""}";39.49128346185189, -0.385930015296013
110;ASOCIACION LA CASA GRANDE;2629;2;C/ SERRADORA - C/ FELIPE SALVADOR;12;121;"{""coordinates"": [-0.33818004052549905, 39.46231828869147], ""type"": ""Point""}";39.46231828869147, -0.33818004052549905
112;ASOCIACION LA CASA GRANDE;2631;2;AV BLASCO IBAÑEZ, 180;11;114;"{""coordinates"": [-0.338524160526297, 39.470815899465194], ""type"": ""Point""}";39.470815899465194, -0.338524160526297
118;ASOCIACION LA CASA GRANDE;2637;1;C/ ALMÀSSERA - C/ JERÓNIMA GALÉS (IMPRESORA);9;092;"{""coordinates"": [-0.39097460999732714, 39.45256717696522], ""type"": ""Point""}";39.45256717696522, -0.39097460999732714
124;ASOCIACION LA CASA GRANDE;2343;1;AV PERIS I VALERO, 183;2;021;"{""coordinates"": [-0.3638637485441358, 39.4620682274827], ""type"": ""Point""}";39.4620682274827, -0.3638637485441358
126;ASOCIACION EL RASTRELL;2345;2;C/ VTE RIOS ENRIQUE (MESTRE ARTESA FONEDOR SEGLE XIX) - C/ HERNÁNDEZ LÁZARO;4;044;"{""coordinates"": [-0.4033385426703495, 39.477201141511294], ""type"": ""Point""}";39.477201141511294, -0.4033385426703495
128;ASOCIACION EL RASTRELL;2347;2;AV PIO XII, 3;4;041;"{""coordinates"": [-0.39204841484686453, 39.47948725648562], ""type"": ""Point""}";39.47948725648562, -0.39204841484686453
129;ASOCIACION EL RASTRELL;2348;2;C/ DOCTOR NICASI BENLLOCH, 72;16;161;"{""coordinates"": [-0.3958204666058494, 39.4910881785888], ""type"": ""Point""}";39.4910881785888, -0.3958204666058494
130;ASOCIACION EL RASTRELL;2349;2;AV BURJASSOT - AV CAMPANAR;4;043;"{""coordinates"": [-0.3893307395806503, 39.48838499983545], ""type"": ""Point""}";39.48838499983545, -0.3893307395806503
132;ASOCIACION EL RASTRELL;2351;2;C/ MOLINELL - AV. PRIMAT REIG;5;053;"{""coordinates"": [-0.36442608253669373, 39.48468739600186], ""type"": ""Point""}";39.48468739600186, -0.36442608253669373
135;ASOCIACION EL RASTRELL;2354;1;C/ AIORA - C/ XIVA;8;081;"{""coordinates"": [-0.3922526011590632, 39.46633407742696], ""type"": ""Point""}";39.46633407742696, -0.3922526011590632
138;ASOCIACION EL RASTRELL;2357;1;AV PRIMER DE MAIG, 29;9;093;"{""coordinates"": [-0.3888307506093605, 39.44904387253953], ""type"": ""Point""}";39.44904387253953, -0.3888307506093605
141;ASOCIACION EL RASTRELL;2360;3;AV INSTITUT OBRER DE VALÈNCIA - C/ MARQUÉS DE LOZOYA;10;107;"{""coordinates"": [-0.3597019386471674, 39.454784720401435], ""type"": ""Point""}";39.454784720401435, -0.3597019386471674
142;ASOCIACION EL RASTRELL;2361;3;AV PLATA - C/ HORT DE SANT VALERI;10;105;"{""coordinates"": [-0.3602234156234742, 39.45782288040467], ""type"": ""Point""}";39.45782288040467, -0.3602234156234742
