id;Empresa;objectid;zona;ubicacion;distrito;barrio;geo_shape;geo_point_2d
94;FUNDACION JOSÉ MARÍA HARO-INTRA;2613;2;C/ MISSER MASCÓ - C/ PERIODISTA JOSE OMBUENA;6;061;"{""coordinates"": [-0.36474593285404977, 39.475979488162366], ""type"": ""Point""}";39.475979488162366, -0.36474593285404977
103;ASOCIACION LA CASA GRANDE;2622;2;AV JOAN XXIII - C/ FRANCISCO COMES MARTINEZ (DRAMATURG);16;161;"{""coordinates"": [-0.3836577320555237, 39.49491509953774], ""type"": ""Point""}";39.49491509953774, -0.3836577320555237
105;ASOCIACION LA CASA GRANDE;2624;2;C/ SAGUNT - C/ HORT D'EN VICENT;5;052;"{""coordinates"": [-0.37447215688208424, 39.48555324490922], ""type"": ""Point""}";39.48555324490922, -0.37447215688208424
106;ASOCIACION LA CASA GRANDE;2625;2;C/ SANT PANCRAÇ  -C/ HORTICULTOR BOSCH;5;051;"{""coordinates"": [-0.385585822981112, 39.488043538463366], ""type"": ""Point""}";39.488043538463366, -0.385585822981112
108;ASOCIACION LA CASA GRANDE;2627;2;C/ ALFAHUIR, 35;15;153;"{""coordinates"": [-0.3640018097747582, 39.49096385400073], ""type"": ""Point""}";39.49096385400073, -0.3640018097747582
113;ASOCIACION LA CASA GRANDE;2632;2;AV CARDENAL BENLLOCH - C/ ERNEST FERRER;6;062;"{""coordinates"": [-0.3543829092781998, 39.47175238729607], ""type"": ""Point""}";39.47175238729607, -0.3543829092781998
115;ASOCIACION LA CASA GRANDE;2634;1;C/ CAMPANERS - C/ PROFESOR BLANCO;8;084;"{""coordinates"": [-0.3999281190584628, 39.45745693583191], ""type"": ""Point""}";39.45745693583191, -0.3999281190584628
116;ASOCIACION LA CASA GRANDE;2635;1;C/ SANT VICENT MÀRTIR - C/ PRIMER DE MAIG;9;093;"{""coordinates"": [-0.3858133823973365, 39.448515396738486], ""type"": ""Point""}";39.448515396738486, -0.3858133823973365
122;ASOCIACION LA CASA GRANDE;2341;1;AV NAVARRO REVERTER - PL AMÉRICA;2;022;"{""coordinates"": [-0.365479954046988, 39.47048462491624], ""type"": ""Point""}";39.47048462491624, -0.365479954046988
123;ASOCIACION LA CASA GRANDE;2342;3;CRA FONTETA DE SANT LLUÍS - C/ PUIGCAMPANA;10;102;"{""coordinates"": [-0.37131747278073446, 39.45501916958079], ""type"": ""Point""}";39.45501916958079, -0.37131747278073446
125;ASOCIACION LA CASA GRANDE;2344;1;C/ ROÍS DE CORELLA - C/ MESTRE SOSA;3;034;"{""coordinates"": [-0.3831486388857912, 39.46006903104014], ""type"": ""Point""}";39.46006903104014, -0.3831486388857912
127;ASOCIACION EL RASTRELL;2346;1;C/ QUART - C/ NORD;3;033;"{""coordinates"": [-0.39044857555479506, 39.474809363950456], ""type"": ""Point""}";39.474809363950456, -0.39044857555479506
133;ASOCIACION EL RASTRELL;2352;1;C/ TORRENT, 35;8;083;"{""coordinates"": [-0.4022502494706535, 39.461674597722656], ""type"": ""Point""}";39.461674597722656, -0.4022502494706535
134;ASOCIACION EL RASTRELL;2353;1;AV TRES CREUS - C/ CIUTAT DE CARLET;8;082;"{""coordinates"": [-0.4015777670919983, 39.45746202528558], ""type"": ""Point""}";39.45746202528558, -0.4015777670919983
136;ASOCIACION EL RASTRELL;2355;1;C/ ALCÀSSER, 1;7;072;"{""coordinates"": [-0.406420300718255, 39.47055091374372], ""type"": ""Point""}";39.47055091374372, -0.406420300718255
140;ASOCIACION EL RASTRELL;2359;3;AV AUSIÀS MARCH - C/ EBENISTA CASELLES;10;105;"{""coordinates"": [-0.3708722843650569, 39.45044211705346], ""type"": ""Point""}";39.45044211705346, -0.3708722843650569
148;ASOCIACION EL RASTRELL;2367;2;C/ RAMÓN LLULL, 27;12;122;"{""coordinates"": [-0.34686325311430527, 39.47670767927522], ""type"": ""Point""}";39.47670767927522, -0.34686325311430527
149;ASOCIACION EL RASTRELL;2368;2;C/ AMADEU DE SAVOIA - AV SUÈCIA;6;062;"{""coordinates"": [-0.3599111224931376, 39.47322920306784], ""type"": ""Point""}";39.47322920306784, -0.3599111224931376
153;FUNDACION JOSÉ MARÍA HARO-INTRA;2372;1;C/ CALIXT III, 30;3;033;"{""coordinates"": [-0.390520092297607, 39.4706805125352], ""type"": ""Point""}";39.4706805125352, -0.390520092297607
158;FUNDACION JOSÉ MARÍA HARO-INTRA;2377;1;C/ JUAN DE GARAY - DOCTOR MARAÑÓN;8;085;"{""coordinates"": [-0.39436042531522997, 39.45443886021573], ""type"": ""Point""}";39.45443886021573, -0.39436042531522997
159;FUNDACION JOSÉ MARÍA HARO-INTRA;2378;1;AV PRIMER DE MAIG - C/ JERONIMA GALES (IMPRESSORA);9;092;"{""coordinates"": [-0.3928264876081644, 39.44982674803756], ""type"": ""Point""}";39.44982674803756, -0.3928264876081644
161;FUNDACION JOSÉ MARÍA HARO-INTRA;2380;1;C/ HISTORIADOR DIAGO - C/ ALZIRA;3;034;"{""coordinates"": [-0.3850265172734607, 39.46709619829678], ""type"": ""Point""}";39.46709619829678, -0.3850265172734607
165;FUNDACION JOSÉ MARÍA HARO-INTRA;2384;1;C/ FÈLIX PIZCUETA - C/ CIRIL AMORÓS;2;022;"{""coordinates"": [-0.37275304696217754, 39.46675464259001], ""type"": ""Point""}";39.46675464259001, -0.37275304696217754
197;FUNDACION JOSÉ MARÍA HARO-INTRA;2394;2;PL LUIS CANO - C/ FELIPE VALLS;18;181;"{""coordinates"": [-0.4189183347132556, 39.501498142253865], ""type"": ""Point""}";39.501498142253865, -0.4189183347132556
200;FUNDACION JOSÉ MARÍA HARO-INTRA;2397;1;AV PINARS, F-16;19;194;"{""coordinates"": [-0.3322182548319948, 39.38279591170216], ""type"": ""Point""}";39.38279591170216, -0.3322182548319948
207;ASOCIACION LA CASA GRANDE;2404;2;AV MANUEL DE FALLA -C/  EDUARD SOLER I PEREZ;4;044;"{""coordinates"": [-0.39938931672365446, 39.4761123133753], ""type"": ""Point""}";39.4761123133753, -0.39938931672365446
262;ASOCIACION EL RASTRELL;2413;3;C/ AMISTAT - AV BLASCO IBAÑEZ;13;133;"{""coordinates"": [-0.35186571334793343, 39.474726851175575], ""type"": ""Point""}";39.474726851175575, -0.35186571334793343
239;ASOCIACION LA CASA GRANDE;2415;2;C/ MÚSIC GINÉS - C/ POETA MAS I ROS;13;132;"{""coordinates"": [-0.3436826309875409, 39.46898024271659], ""type"": ""Point""}";39.46898024271659, -0.3436826309875409
241;ASOCIACION LA CASA GRANDE;2417;2;C/ PEDRO CABANES, F-81;15;152;"{""coordinates"": [-0.3789292977471216, 39.494162498062074], ""type"": ""Point""}";39.494162498062074, -0.3789292977471216
244;ASOCIACION LA CASA GRANDE;2420;2;C/ RIU BIDASOA, 22;15;152;"{""coordinates"": [-0.3785810052544111, 39.49798900780533], ""type"": ""Point""}";39.49798900780533, -0.3785810052544111
254;ASOCIACION EL RASTRELL;2430;1;AV PERIS I VALERO - AV REGNE DE VALÈNCIA;2;021;"{""coordinates"": [-0.3630492825887484, 39.4624926383907], ""type"": ""Point""}";39.4624926383907, -0.3630492825887484
255;ASOCIACION EL RASTRELL;2431;2;C/ SERRADORA - C/ SANTS JUST I PASTOR;12;121;"{""coordinates"": [-0.33558343041208505, 39.4658605482492], ""type"": ""Point""}";39.4658605482492, -0.33558343041208505
257;ASOCIACION EL RASTRELL;2433;3;AV MALVAROSA - C/ VICENT LA RODA;11;113;"{""coordinates"": [-0.3281192474976105, 39.479352957927645], ""type"": ""Point""}";39.479352957927645, -0.3281192474976105
266;ASOCIACION EL RASTRELL;2439;1;C/ VICENT BALDOVÍ (PISCINA MUNICIPAL, JUNT CONTENIDORS);19;195;"{""coordinates"": [-0.3178938694914958, 39.31311837369292], ""type"": ""Point""}";39.31311837369292, -0.3178938694914958
275;ASOCIACION EL RASTRELL;2448;1;PL SAINETISTA ARNICHES, 4;7;072;"{""coordinates"": [-0.40714451926470896, 39.47206030005159], ""type"": ""Point""}";39.47206030005159, -0.40714451926470896
278;ASOCIACION EL RASTRELL;2451;1;PL ENRIC GRANADOS - C/ IMPRESSOR MONFORT;8;081;"{""coordinates"": [-0.3949593139157414, 39.46265235155259], ""type"": ""Point""}";39.46265235155259, -0.3949593139157414
279;ASOCIACION EL RASTRELL;2452;1;C/ CONCA, 84;8;081;"{""coordinates"": [-0.3888793081611423, 39.46381240602947], ""type"": ""Point""}";39.46381240602947, -0.3888793081611423
280;ASOCIACION EL RASTRELL;2453;1;CRA ESCRIVA, 1;9;091;"{""coordinates"": [-0.38391583776117666, 39.4578563810334], ""type"": ""Point""}";39.4578563810334, -0.38391583776117666
283;ASOCIACION EL RASTRELL;2456;2;C/ MONESTIR DE POBLET, 4;4;043;"{""coordinates"": [-0.3917993101103331, 39.486272382500964], ""type"": ""Point""}";39.486272382500964, -0.3917993101103331
284;ASOCIACION EL RASTRELL;2457;2;AV GENERAL AVILES - C/ LUIS BUÑUEL (DIRECTOR DE CINE);4;044;"{""coordinates"": [-0.4033693205475519, 39.48254227829433], ""type"": ""Point""}";39.48254227829433, -0.4033693205475519
286;ASOCIACION EL RASTRELL;2459;2;C/ SANTIAGO CALATRAVA (ARQUITECTE) - C/ ANDILLA;18;181;"{""coordinates"": [-0.4243459710669414, 39.5027891181246], ""type"": ""Point""}";39.5027891181246, -0.4243459710669414
294;ASOCIACION EL RASTRELL;2467;2;C/ ALQUERIA DE L'ESTRELLA - C/ REUS;5;051;"{""coordinates"": [-0.38309246154068105, 39.48561566055421], ""type"": ""Point""}";39.48561566055421, -0.38309246154068105
297;ASOCIACION EL RASTRELL;2470;2;C/ DOCTOR VICENT ZARAGOZÀ, 48;14;141;"{""coordinates"": [-0.3598494829151674, 39.48400060783302], ""type"": ""Point""}";39.48400060783302, -0.3598494829151674
299;ASOCIACION EL RASTRELL;2472;2;C/ ALEMANYA, 10;6;063;"{""coordinates"": [-0.36159459759666646, 39.48204739922927], ""type"": ""Point""}";39.48204739922927, -0.36159459759666646
300;FUNDACION JOSÉ MARÍA HARO-INTRA;2473;2;C/ ARQUITECTE MORA - PG ALBEREDA;6;062;"{""coordinates"": [-0.36323487980437325, 39.47299023908821], ""type"": ""Point""}";39.47299023908821, -0.36323487980437325
215;ASOCIACION LA CASA GRANDE;2474;1;C/ ANGEL GUIMERA - C/ PALLETER;3;034;"{""coordinates"": [-0.386949305830154, 39.47008242365226], ""type"": ""Point""}";39.47008242365226, -0.386949305830154
217;ASOCIACION LA CASA GRANDE;2477;2;C/ ASSAGADOR D'ALBORAIA, 1 acc;14;141;"{""coordinates"": [-0.3607298935555129, 39.48847082998122], ""type"": ""Point""}";39.48847082998122, -0.3607298935555129
219;ASOCIACION LA CASA GRANDE;2479;1;C/ CASTELLÓ, 2;2;021;"{""coordinates"": [-0.37674953206970696, 39.46619044031474], ""type"": ""Point""}";39.46619044031474, -0.37674953206970696
221;ASOCIACION LA CASA GRANDE;2481;1;C/ DEMOCRÀCIA, 28;7;071;"{""coordinates"": [-0.39826790284945673, 39.47386670669177], ""type"": ""Point""}";39.47386670669177, -0.39826790284945673
223;ASOCIACION LA CASA GRANDE;2483;2;C/ DOCTOR GRACIA BRUSTENGA, 1acc;14;141;"{""coordinates"": [-0.35742855692467995, 39.480879239738485], ""type"": ""Point""}";39.480879239738485, -0.35742855692467995
226;ASOCIACION LA CASA GRANDE;2486;2;C/ ERMITA DE SANT ROC, 2;17;173;"{""coordinates"": [-0.3779132950058697, 39.517169508645765], ""type"": ""Point""}";39.517169508645765, -0.3779132950058697
228;ASOCIACION LA CASA GRANDE;2488;1;AV PÉREZ GALDÓS - C/ FRANCESC DE LLANO;8;081;"{""coordinates"": [-0.3896593088327408, 39.46612239958539], ""type"": ""Point""}";39.46612239958539, -0.3896593088327408
233;ASOCIACION LA CASA GRANDE;2493;2;C/ JOSE MARIA HARO (MAGISTRAT) - C/ SERPIS;13;135;"{""coordinates"": [-0.3374932967026845, 39.472512409886875], ""type"": ""Point""}";39.472512409886875, -0.3374932967026845
236;ASOCIACION LA CASA GRANDE;2496;1;C/ MESTRE GUERRERO - C/ JOAN LLORENS;3;033;"{""coordinates"": [-0.39142036992770923, 39.4739340324453], ""type"": ""Point""}";39.4739340324453, -0.39142036992770923
237;ASOCIACION LA CASA GRANDE;2497;2;C/ MESTRE MIGUEL GALAN - C/ JOSEP GROLLO;16;161;"{""coordinates"": [-0.3946493127629025, 39.49469235740098], ""type"": ""Point""}";39.49469235740098, -0.3946493127629025
169;FUNDACION JOSÉ MARÍA HARO-INTRA;2498;1;AV PERIS I VALERO - C/ CABO JUBI;2;021;"{""coordinates"": [-0.37057841484888193, 39.459355423280485], ""type"": ""Point""}";39.459355423280485, -0.37057841484888193
171;FUNDACION JOSÉ MARÍA HARO-INTRA;2500;2;C/ VALL DE LA BALLESTERA, 36 - AV MESTRE RODRIGO (MÚSIC);4;041;"{""coordinates"": [-0.39823031641455797, 39.479226323773744], ""type"": ""Point""}";39.479226323773744, -0.39823031641455797
172;FUNDACION JOSÉ MARÍA HARO-INTRA;2501;2;C/ VICENTE TORMO ALFONSO (CARDIOLEG) - C/ MESTRE RODRIGO (MÚSIC);4;044;"{""coordinates"": [-0.40369332148354514, 39.48622627577099], ""type"": ""Point""}";39.48622627577099, -0.40369332148354514
173;FUNDACION JOSÉ MARÍA HARO-INTRA;2502;2;AV CORTS VALENCIANES - C/ ALT PALANCIA;16;161;"{""coordinates"": [-0.3995103173277119, 39.49147931324642], ""type"": ""Point""}";39.49147931324642, -0.3995103173277119
175;FUNDACION JOSÉ MARÍA HARO-INTRA;2504;2;CAMI MONTCADA - C/ ALEMANY;15;152;"{""coordinates"": [-0.3809072987055269, 39.49650648024303], ""type"": ""Point""}";39.49650648024303, -0.3809072987055269
182;FUNDACION JOSÉ MARÍA HARO-INTRA;2511;2;C/ RUAYA - AV CONSTITUCIÓ;5;051;"{""coordinates"": [-0.3784703999761059, 39.48538469715529], ""type"": ""Point""}";39.48538469715529, -0.3784703999761059
183;FUNDACION JOSÉ MARÍA HARO-INTRA;2512;2;AV MENÉNDEZ PIDAL - C/ DEGÀ RAMON ARNAU;4;042;"{""coordinates"": [-0.38598830401353146, 39.48106543396752], ""type"": ""Point""}";39.48106543396752, -0.38598830401353146
186;FUNDACION JOSÉ MARÍA HARO-INTRA;2515;2;C/ MÚSIC HIPÒLIT MARTINEZ - C/ REAL DE GANDIA;14;141;"{""coordinates"": [-0.35476036993025917, 39.484577239124114], ""type"": ""Point""}";39.484577239124114, -0.35476036993025917
187;FUNDACION JOSÉ MARÍA HARO-INTRA;2516;2;AV CATALUNYA - AV BLASCO IBAÑEZ;6;064;"{""coordinates"": [-0.35600476504977574, 39.47679241184213], ""type"": ""Point""}";39.47679241184213, -0.35600476504977574
4;FUNDACION JOSÉ MARÍA HARO-INTRA;2523;1;C/ JORGE JUAN, 19;2;022;"{""coordinates"": [-0.3690183151504849, 39.4689593739201], ""type"": ""Point""}";39.4689593739201, -0.3690183151504849
17;FUNDACION JOSÉ MARÍA HARO-INTRA;2536;2;C/ SANTIAGO RUSIÑOL - C/ SANT JOAN BOSCO;15;151;"{""coordinates"": [-0.36932283761865686, 39.49702857481262], ""type"": ""Point""}";39.49702857481262, -0.36932283761865686
20;FUNDACION JOSÉ MARÍA HARO-INTRA;2539;1;AV GIORGETA, 18;9;091;"{""coordinates"": [-0.38573246423448626, 39.460463990173544], ""type"": ""Point""}";39.460463990173544, -0.38573246423448626
26;ASOCIACION LA CASA GRANDE;2545;1;C/ CONVENT DE SANT FRANCESC, 8;1;016;"{""coordinates"": [-0.3777765011308262, 39.4685627272511], ""type"": ""Point""}";39.4685627272511, -0.3777765011308262
30;ASOCIACION LA CASA GRANDE;2549;1;C/ SANT VICENT MÀRTIR, 110;3;032;"{""coordinates"": [-0.38107760267354013, 39.46670027304296], ""type"": ""Point""}";39.46670027304296, -0.38107760267354013
32;ASOCIACION LA CASA GRANDE;2551;1;PL ROJAS CLEMENTE;3;031;"{""coordinates"": [-0.3851160688412178, 39.47276405197561], ""type"": ""Point""}";39.47276405197561, -0.3851160688412178
36;ASOCIACION LA CASA GRANDE;2555;2;AV PORTUGAL, 16;5;054;"{""coordinates"": [-0.3789616560181283, 39.48786162477854], ""type"": ""Point""}";39.48786162477854, -0.3789616560181283
48;ASOCIACION LA CASA GRANDE;2567;2;AV PORT - C/ PERIS BRELL;12;121;"{""coordinates"": [-0.34777895042120766, 39.464539734654636], ""type"": ""Point""}";39.464539734654636, -0.34777895042120766
50;ASOCIACION LA CASA GRANDE;2569;2;C/ JOSE MARIA HARO (MAGISTRAT) - C/ CAMPOAMOR;13;131;"{""coordinates"": [-0.3387097024522249, 39.468824273878376], ""type"": ""Point""}";39.468824273878376, -0.3387097024522249
52;ASOCIACION EL RASTRELL;2571;1;C/ MATIES PERELLÓ - C/ MESTRE AGUILAR;2;021;"{""coordinates"": [-0.36968988564023864, 39.46076754710055], ""type"": ""Point""}";39.46076754710055, -0.36968988564023864
56;ASOCIACION EL RASTRELL;2575;1;PL MAGÚNCIA;7;073;"{""coordinates"": [-0.40191038009688057, 39.4650147650783], ""type"": ""Point""}";39.4650147650783, -0.40191038009688057
57;;2576;1;AV MARCONI - C/ SANTIAGO DE LÉS;7;075;"{""coordinates"": [-0.4143195998862947, 39.467940120117966], ""type"": ""Point""}";39.467940120117966, -0.4143195998862947
60;ASOCIACION EL RASTRELL;2579;2;AV VALLE DE LA BALLESTERA - C/ GRAVADOR ENGUÍDANOS;4;041;"{""coordinates"": [-0.39668512755619767, 39.47984347109286], ""type"": ""Point""}";39.47984347109286, -0.39668512755619767
62;ASOCIACION EL RASTRELL;2581;2;C/ COMTE DE LUMIARES, 5;15;152;"{""coordinates"": [-0.37258899303292575, 39.49521063893133], ""type"": ""Point""}";39.49521063893133, -0.37258899303292575
64;ASOCIACION EL RASTRELL;2583;2;C/ LOUIS BRAILLE - C/ CORA RAGA;16;161;"{""coordinates"": [-0.39514060317332733, 39.49630397437067], ""type"": ""Point""}";39.49630397437067, -0.39514060317332733
65;ASOCIACION EL RASTRELL;2584;2;C/ MISSER MASCÓ - C/ NATURALISTA ARÉVALO BACA;6;061;"{""coordinates"": [-0.3618200636044142, 39.475160105514895], ""type"": ""Point""}";39.475160105514895, -0.3618200636044142
70;ASOCIACION EL RASTRELL;2589;1;C/ CAMPOS CRESPO - C/ CASES BAIXES;8;085;"{""coordinates"": [-0.3942641687748868, 39.4563228831172], ""type"": ""Point""}";39.4563228831172, -0.3942641687748868
74;ASOCIACION EL RASTRELL;2593;2;C/ CAMPOAMOR, 91;13;131;"{""coordinates"": [-0.3405656289834225, 39.469211626844526], ""type"": ""Point""}";39.469211626844526, -0.3405656289834225
79;FUNDACION JOSÉ MARÍA HARO-INTRA;2598;2;C/ JERONI DE MONTSORIU - C/ JOSÉ AGUILAR;12;121;"{""coordinates"": [-0.34042769266748824, 39.465296874232294], ""type"": ""Point""}";39.465296874232294, -0.34042769266748824
80;FUNDACION JOSÉ MARÍA HARO-INTRA;2599;2;AV BALEARS - C/ PARE TOMÀS DE MONTAÑANA;12;125;"{""coordinates"": [-0.35273784251199025, 39.462572370214886], ""type"": ""Point""}";39.462572370214886, -0.35273784251199025
82;FUNDACION JOSÉ MARÍA HARO-INTRA;2601;2;C/ VALL DE LA BALLESTERA, 56;4;044;"{""coordinates"": [-0.4036789436911215, 39.478648677443296], ""type"": ""Point""}";39.478648677443296, -0.4036789436911215
87;FUNDACION JOSÉ MARÍA HARO-INTRA;2606;1;AV GASPAR AGUILAR - C/ FONTANARS DELS ALFORINS;8;081;"{""coordinates"": [-0.39046987243968734, 39.45670400828103], ""type"": ""Point""}";39.45670400828103, -0.39046987243968734
91;FUNDACION JOSÉ MARÍA HARO-INTRA;2610;1;C/ FONTANARS DELS ALFORINS - C/ VALL D'UIXÓ;8;084;"{""coordinates"": [-0.3953768574155987, 39.460928536533096], ""type"": ""Point""}";39.460928536533096, -0.3953768574155987
92;FUNDACION JOSÉ MARÍA HARO-INTRA;2611;1;C/ CONCA, 132;8;081;"{""coordinates"": [-0.3911608894999843, 39.461011099305466], ""type"": ""Point""}";39.461011099305466, -0.3911608894999843
96;FUNDACION JOSÉ MARÍA HARO-INTRA;2615;3;C/ ILLA CABRERA - C/ JUAN RAMON JIMÉNEZ;10;103;"{""coordinates"": [-0.3721975247906813, 39.449488562566145], ""type"": ""Point""}";39.449488562566145, -0.3721975247906813
98;FUNDACION JOSÉ MARÍA HARO-INTRA;2617;2;AV CONSTITUCIÓ - C/ LLEIDA;5;052;"{""coordinates"": [-0.3787671797382493, 39.483774733773124], ""type"": ""Point""}";39.483774733773124, -0.3787671797382493
99;FUNDACION JOSÉ MARÍA HARO-INTRA;2618;2;AV BURJASSOT - C/ DOCTOR MACHÍ;5;051;"{""coordinates"": [-0.38613951812740066, 39.48584012999646], ""type"": ""Point""}";39.48584012999646, -0.38613951812740066
102;ASOCIACION LA CASA GRANDE;2621;2;AV CORTS VALENCIANES - C/ CANAL DE NAVARRÉS;4;044;"{""coordinates"": [-0.40142749864508503, 39.49231459000782], ""type"": ""Point""}";39.49231459000782, -0.40142749864508503
107;ASOCIACION LA CASA GRANDE;2626;2;C/ BÈLGICA - C/ CARAVACA;6;064;"{""coordinates"": [-0.35575023457610794, 39.47348861771546], ""type"": ""Point""}";39.47348861771546, -0.35575023457610794
109;ASOCIACION LA CASA GRANDE;2628;2;AV FRANÇA - C/ TRAFALGAR;12;125;"{""coordinates"": [-0.3463298326099112, 39.45880534756086], ""type"": ""Point""}";39.45880534756086, -0.3463298326099112
111;ASOCIACION LA CASA GRANDE;2630;1;AV TRES CREUS, 25;7;073;"{""coordinates"": [-0.4057530857978812, 39.46746583937357], ""type"": ""Point""}";39.46746583937357, -0.4057530857978812
114;ASOCIACION LA CASA GRANDE;2633;1;C/ ARXIDUC CARLES - C/ MARE DE DÉU DE LA CABEÇA;8;084;"{""coordinates"": [-0.3985573227199118, 39.46129778625353], ""type"": ""Point""}";39.46129778625353, -0.3985573227199118
117;ASOCIACION LA CASA GRANDE;2636;1;C/ CARTERS - C/ TOMÀS DE VILLAROYA;9;093;"{""coordinates"": [-0.38947372742490355, 39.44781868556267], ""type"": ""Point""}";39.44781868556267, -0.38947372742490355
119;ASOCIACION LA CASA GRANDE;2638;1;C/ PALLETER - C/ CALIXT III;3;033;"{""coordinates"": [-0.3881989639761334, 39.4718987795355], ""type"": ""Point""}";39.4718987795355, -0.3881989639761334
120;ASOCIACION LA CASA GRANDE;2639;1;C/ MESTRE GOZALBO, 10;2;023;"{""coordinates"": [-0.3697369210984889, 39.46577755477126], ""type"": ""Point""}";39.46577755477126, -0.3697369210984889
121;ASOCIACION LA CASA GRANDE;2640;3;C/ MALILLA - C/ BERNAT DESCOLL;10;103;"{""coordinates"": [-0.3789885406740058, 39.45085565994616], ""type"": ""Point""}";39.45085565994616, -0.3789885406740058
